county,lat,lon,month,ghi,dni,temp_air,median_income,county_fips,land_area_sqkm
Midland,31.9974,-102.0779,3,234.18251344086022,243.84774193548387,14.553306451612903,90123,48329,2334
Midland,31.9974,-102.0779,4,294.0840138888889,329.4907638888889,18.55275,90123,48329,2334
Midland,31.9974,-102.0779,5,284.92719086021503,242.0063440860215,23.84608870967742,90123,48329,2334
Midland,31.9974,-102.0779,6,320.277375,306.7451527777778,29.668902777777777,90123,48329,2334
Midland,31.9974,-102.0779,7,325.51524193548386,340.5906720430107,32.0252688172043,90123,48329,2334
Midland,31.9974,-102.0779,8,290.43075268817205,303.1683198924731,32.21961021505376,90123,48329,2334
Midland,31.9974,-102.0779,9,249.62275,290.85165277777776,28.327791666666663,90123,48329,2334
Midland,31.9974,-102.0779,10,199.50790322580644,262.22626344086024,19.816922043010752,90123,48329,2334
Midland,31.9974,-102.0779,11,140.73731944444444,209.47620833333332,12.357958333333332,90123,48329,2334
Midland,31.9974,-102.0779,12,145.05881720430108,266.4617607526882,9.084381720430107,90123,48329,2334
Nueces,27.726,-97.3613,1,132.44263440860215,179.40807795698922,17.654959677419356,64027,48355,3385
Nueces,27.726,-97.3613,2,165.55839285714288,177.07635416666668,17.289494047619048,64027,48355,3385
Nueces,27.726,-97.3613,3,177.30612903225807,150.21264784946237,21.967244623655912,64027,48355,3385
Nueces,27.726,-97.3613,4,201.90031944444445,158.76198611111113,23.15009722222222,64027,48355,3385
Nueces,27.726,-97.3613,5,233.45724462365592,160.30375,26.425094086021506,64027,48355,3385
Nueces,27.726,-97.3613,6,300.2253888888889,281.8096111111111,30.172916666666666,64027,48355,3385
Nueces,27.726,-97.3613,7,288.58439516129033,245.21516129032256,30.50370967741935,64027,48355,3385
Nueces,27.726,-97.3613,8,270.11814516129033,247.7959677419355,30.872513440860217,64027,48355,3385
Nueces,27.726,-97.3613,9,257.97083333333336,294.7535972222222,30.531347222222223,64027,48355,3385
Nueces,27.726,-97.3613,10,165.61466397849463,177.43540322580645,24.97271505376344,64027,48355,3385
Nueces,27.726,-97.3613,11,116.29777777777777,122.89423611111111,19.08463888888889,64027,48355,3385
Nueces,27.726,-97.3613,12,125.64677419354838,155.47549731182795,17.362728494623656,64027,48355,3385
Orange,30.0938,-93.736,1,107.04154569892474,146.81770161290322,14.226827956989247,71910,48361,874
Orange,30.0938,-93.736,2,135.94190476190477,143.46872023809524,14.874851190476189,71910,48361,874
Orange,30.0938,-93.736,3,174.02887096774194,145.77712365591398,18.51590053763441,71910,48361,874
Orange,30.0938,-93.736,4,198.95873611111114,146.86130555555556,20.240944444444445,71910,48361,874
Orange,30.0938,-93.736,5,238.78575268817204,166.09375,24.898723118279573,71910,48361,874
Orange,30.0938,-93.736,6,279.47625,231.86133333333333,28.53322222222222,71910,48361,874
Orange,30.0938,-93.736,7,275.914623655914,225.39192204301074,30.343897849462365,71910,48361,874
Orange,30.0938,-93.736,8,279.18809139784946,275.5903629032258,31.93220430107527,71910,48361,874
Orange,30.0938,-93.736,9,219.1875,208.65154166666665,29.311069444444446,71910,48361,874
Orange,30.0938,-93.736,10,173.89443548387098,198.84280913978492,22.81783602150538,71910,48361,874
Orange,30.0938,-93.736,11,122.05351388888889,150.5138611111111,16.492833333333333,71910,48361,874
Orange,30.0938,-93.736,12,128.39474462365592,191.39478494623657,13.123360215053765,71910,48361,874
Pecos,30.7849,-102.7269,1,156.65986559139785,245.4653494623656,10.044112903225805,59325,48371,12234
Pecos,30.7849,-102.7269,2,187.94855654761906,247.52879464285715,10.545223214285715,59325,48371,12234
Pecos,30.7849,-102.7269,3,233.20194892473117,247.29575268817206,16.509959677419353,59325,48371,12234
Pecos,30.7849,-102.7269,4,288.7852916666667,316.9383888888889,19.875208333333333,59325,48371,12234
Pecos,30.7849,-102.7269,5,261.47372311827957,213.2896370967742,24.595510752688174,59325,48371,12234
Pecos,30.7849,-102.7269,6,313.95859722222224,306.7862222222222,30.697444444444443,59325,48371,12234
Pecos,30.7849,-102.7269,7,325.2403629032258,351.7332795698925,31.796236559139786,59325,48371,12234
Pecos,30.7849,-102.7269,8,294.7491532258064,310.9806586021505,31.945967741935483,59325,48371,12234
Pecos,30.7849,-102.7269,9,252.60769444444446,291.3187638888889,28.702055555555553,59325,48371,12234
Pecos,30.7849,-102.7269,10,192.90353494623656,245.29916666666665,20.775067204301074,59325,48371,12234
Pecos,30.7849,-102.7269,11,140.28808333333333,198.40659722222222,13.767583333333333,59325,48371,12234
Pecos,30.7849,-102.7269,12,150.65907258064516,273.6527822580645,10.077029569892474,59325,48371,12234
Potter,35.4007,-101.8313,1,125.00979838709677,201.06745967741935,4.249059139784946,47974,48375,2336
Potter,35.4007,-101.8313,2,167.08458333333334,229.16023809523807,5.974255952380952,47974,48375,2336
Potter,35.4007,-101.8313,3,221.2190994623656,249.13487903225808,9.728427419354839,47974,48375,2336
Potter,35.4007,-101.8313,4,273.88380555555557,307.644875,15.280888888888889,47974,48375,2336
Potter,35.4007,-101.8313,5,277.1259811827957,260.45827956989245,20.25380376344086,47974,48375,2336
Potter,35.4007,-101.8313,6,294.26340277777774,284.48270833333333,23.848458333333333,47974,48375,2336
Potter,35.4007,-101.8313,7,310.5926075268817,320.4161021505376,28.919583333333332,47974,48375,2336
Potter,35.4007,-101.8313,8,284.60995967741934,308.64462365591396,29.325349462365594,47974,48375,2336
Potter,35.4007,-101.8313,9,230.9166388888889,277.7495,25.057000000000002,47974,48375,2336
Potter,35.4007,-101.8313,10,192.0882930107527,297.31225806451613,16.584879032258065,47974,48375,2336
Potter,35.4007,-101.8313,11,142.65963888888888,254.15745833333332,9.381916666666665,47974,48375,2336
Potter,35.4007,-101.8313,12,114.90248655913977,205.89069892473117,5.319112903225807,47974,48375,2336
Randall,34.9657,-101.8952,1,134.70970430107528,209.09997311827956,4.441155913978494,78038,48381,2362
Randall,34.9657,-101.8952,2,172.6215625,245.5544642857143,5.953809523809523,78038,48381,2362
Randall,34.9657,-101.8952,3,227.39720430107525,247.77385752688173,10.098736559139786,78038,48381,2362
Randall,34.9657,-101.8952,4,273.7395833333333,305.20641666666666,15.05909722222222,78038,48381,2362
Randall,34.9657,-101.8952,5,282.9102822580645,261.4204569892473,20.094569892473118,78038,48381,2362
Randall,34.9657,-101.8952,6,297.15573611111114,288.6871805555555,23.849319444444443,78038,48381,2362
Randall,34.9657,-101.8952,7,317.0764112903226,327.3663978494624,28.5566935483871,78038,48381,2362
Randall,34.9657,-101.8952,8,291.0142204301075,309.2889112903226,29.055913978494623,78038,48381,2362
Randall,34.9657,-101.8952,9,236.34744444444445,278.23230555555557,24.768361111111112,78038,48381,2362
Randall,34.9657,-101.8952,10,193.76877688172044,284.98333333333335,16.549637096774195,78038,48381,2362
Randall,34.9657,-101.8952,11,146.43677777777776,250.19802777777775,9.518694444444444,78038,48381,2362
Randall,34.9657,-101.8952,12,123.45310483870968,227.22717741935483,5.534153225806452,78038,48381,2362
Smith,32.3513,-95.3011,1,113.73495967741935,176.2797311827957,9.71241935483871,69053,48423,2351
Smith,32.3513,-95.3011,2,138.2547619047619,156.0063988095238,10.699523809523809,69053,48423,2351
Smith,32.3513,-95.3011,3,176.75201612903226,167.95075268817203,15.226478494623656,69053,48423,2351
Smith,32.3513,-95.3011,4,209.04869444444444,174.35345833333335,17.035402777777776,69053,48423,2351
Smith,32.3513,-95.3011,5,237.8306182795699,156.48512096774192,22.734583333333333,69053,48423,2351
Smith,32.3513,-95.3011,6,268.3996111111111,226.99809722222224,27.781958333333332,69053,48423,2351
Smith,32.3513,-95.3011,7,281.3068548387097,253.19897849462367,30.67825268817204,69053,48423,2351
Smith,32.3513,-95.3011,8,290.19290322580645,310.10099462365594,34.120819892473115,69053,48423,2351
Smith,32.3513,-95.3011,9,219.66768055555556,223.3173611111111,28.433319444444447,69053,48423,2351
Smith,32.3513,-95.3011,10,161.94247311827957,183.6430241935484,20.124610215053764,69053,48423,2351
Smith,32.3513,-95.3011,11,125.36781944444445,172.29566666666668,12.726458333333332,69053,48423,2351
Smith,32.3513,-95.3011,12,118.67395161290322,191.8353494623656,9.457849462365592,69053,48423,2351
Starr,26.5566,-98.753,1,147.27959677419355,201.6059139784946,18.070967741935483,35979,48427,3178
Starr,26.5566,-98.753,2,184.48111607142857,201.65684523809523,18.576636904761905,35979,48427,3178
Starr,26.5566,-98.753,3,188.86379032258066,169.16029569892473,23.497163978494623,35979,48427,3178
Starr,26.5566,-98.753,4,197.3184722222222,138.42081944444445,24.41786111111111,35979,48427,3178
Starr,26.5566,-98.753,5,233.68352150537635,164.07684139784945,27.21875,35979,48427,3178
Starr,26.5566,-98.753,6,316.6507361111111,331.2621388888889,32.00051388888889,35979,48427,3178
Starr,26.5566,-98.753,7,304.50798387096773,305.10337365591397,32.196801075268816,35979,48427,3178
Starr,26.5566,-98.753,8,286.8713440860215,297.71255376344084,32.300456989247316,35979,48427,3178
Starr,26.5566,-98.753,9,265.30854166666666,311.0639722222222,31.785847222222223,35979,48427,3178
Starr,26.5566,-98.753,10,172.73560483870966,181.2958064516129,25.737822580645158,35979,48427,3178
Starr,26.5566,-98.753,11,118.06216666666666,121.70805555555556,18.86248611111111,35979,48427,3178
Starr,26.5566,-98.753,12,125.20004032258065,146.3616129032258,17.105712365591398,35979,48427,3178
Tarrant,32.7555,-97.3308,1,123.85497311827957,187.7039247311828,8.722849462365591,78872,48439,2272
Tarrant,32.7555,-97.3308,2,147.58016369047618,185.0608630952381,8.91342261904762,78872,48439,2272
Tarrant,32.7555,-97.3308,3,183.81119623655914,179.96504032258062,14.219032258064514,78872,48439,2272
Tarrant,32.7555,-97.3308,4,221.1268611111111,194.60763888888889,17.62926388888889,78872,48439,2272
Tarrant,32.7555,-97.3308,5,246.93137096774194,165.6299193548387,23.033252688172045,78872,48439,2272
Tarrant,32.7555,-97.3308,6,279.65575,242.5207361111111,29.445569444444445,78872,48439,2272
Tarrant,32.7555,-97.3308,7,290.6044623655914,274.52131720430106,33.163225806451614,78872,48439,2272
Tarrant,32.7555,-97.3308,8,289.49928763440863,306.02735215053764,34.93525537634409,78872,48439,2272
Tarrant,32.7555,-97.3308,9,225.4802638888889,242.50302777777776,28.96761111111111,78872,48439,2272
Tarrant,32.7555,-97.3308,10,173.52174731182797,216.409811827957,20.158602150537636,78872,48439,2272
Tarrant,32.7555,-97.3308,11,132.13715277777777,196.62343055555556,12.545680555555554,78872,48439,2272
Tarrant,32.7555,-97.3308,12,123.17239247311828,213.72763440860214,9.33616935483871,78872,48439,2272
Taylor,32.3323,-99.7384,1,132.26809139784947,204.61807795698925,8.535672043010752,61806,48441,2340
Taylor,32.3323,-99.7384,2,160.72614583333333,215.90053571428572,8.51361607142857,61806,48441,2340
Taylor,32.3323,-99.7384,3,201.41602150537634,208.1922446236559,14.345510752688172,61806,48441,2340
Taylor,32.3323,-99.7384,4,262.3411666666667,269.19558333333333,18.061083333333332,61806,48441,2340
Taylor,32.3323,-99.7384,5,263.2571102150538,204.58237903225807,22.967916666666667,61806,48441,2340
Taylor,32.3323,-99.7384,6,289.7640138888889,269.7385277777778,28.695555555555554,61806,48441,2340
Taylor,32.3323,-99.7384,7,304.8927688172043,308.5631182795699,31.43016129032258,61806,48441,2340
Taylor,32.3323,-99.7384,8,290.42185483870963,309.3588440860215,32.90221774193548,61806,48441,2340
Taylor,32.3323,-99.7384,9,234.3748611111111,273.3153888888889,28.086166666666667,61806,48441,2340
Taylor,32.3323,-99.7384,10,181.63801075268816,244.8924193548387,19.412862903225808,61806,48441,2340
Taylor,32.3323,-99.7384,11,136.2422361111111,208.03780555555556,12.703319444444444,61806,48441,2340
Taylor,32.3323,-99.7384,12,133.62600806451613,247.05083333333334,9.418669354838709,61806,48441,2340
Tom Green,31.4038,-100.437,1,143.5583064516129,227.08520161290323,9.129354838709677,67215,48451,3876
Tom Green,31.4038,-100.437,2,170.00311011904762,221.88077380952382,9.269270833333334,67215,48451,3876
Tom Green,31.4038,-100.437,3,210.56623655913978,210.04924731182797,15.787970430107526,67215,48451,3876
Tom Green,31.4038,-100.437,4,270.60062500000004,279.37431944444444,19.350041666666666,67215,48451,3876
Tom Green,31.4038,-100.437,5,264.0439112903226,201.65833333333333,23.530927419354835,67215,48451,3876
Tom Green,31.4038,-100.437,6,305.55681944444444,291.1405833333333,29.825833333333332,67215,48451,3876
Tom Green,31.4038,-100.437,7,314.565376344086,325.7112231182796,31.51153225806452,67215,48451,3876
Tom Green,31.4038,-100.437,8,293.01154569892475,308.5844086021505,32.536814516129034,67215,48451,3876
Tom Green,31.4038,-100.437,9,237.48702777777777,267.1175694444444,27.83075,67215,48451,3876
Tom Green,31.4038,-100.437,10,183.1694623655914,224.1668548387097,20.26840053763441,67215,48451,3876
Tom Green,31.4038,-100.437,11,132.16075,187.3841111111111,12.87026388888889,67215,48451,3876
Tom Green,31.4038,-100.437,12,136.1097177419355,253.16638440860217,9.957674731182795,67215,48451,3876
Travis,30.2672,-97.7431,1,129.7828629032258,190.67459677419353,11.949193548387099,92731,48453,2529
Travis,30.2672,-97.7431,2,157.0040029761905,172.79498511904762,12.381636904761903,92731,48453,2529
Travis,30.2672,-97.7431,3,180.75661290322583,153.80556451612904,18.307567204301076,92731,48453,2529
Travis,30.2672,-97.7431,4,199.2587777777778,164.27118055555556,19.645847222222223,92731,48453,2529
Travis,30.2672,-97.7431,5,229.89823924731184,143.90040322580646,23.819771505376345,92731,48453,2529
Travis,30.2672,-97.7431,6,291.6287916666667,260.60925000000003,29.96525,92731,48453,2529
Travis,30.2672,-97.7431,7,303.193561827957,286.0324059139785,33.00947580645161,92731,48453,2529
Travis,30.2672,-97.7431,8,293.5022580645161,304.4468817204301,33.92732526881721,92731,48453,2529
Travis,30.2672,-97.7431,9,234.65093055555556,245.04322222222223,30.26701388888889,92731,48453,2529
Travis,30.2672,-97.7431,10,169.25102150537634,184.3840188172043,22.20024193548387,92731,48453,2529
Travis,30.2672,-97.7431,11,120.2143611111111,147.358875,14.768430555555556,92731,48453,2529
Travis,30.2672,-97.7431,12,134.15837365591398,224.23193548387096,12.226774193548387,92731,48453,2529
Val Verde,29.3584,-100.9037,1,149.44194892473118,225.20934139784947,13.174704301075268,57250,48465,8016
Val Verde,29.3584,-100.9037,2,174.75436011904762,223.52409226190477,13.956279761904764,57250,48465,8016
Val Verde,29.3584,-100.9037,3,184.03911290322583,179.099811827957,19.499825268817204,57250,48465,8016
Val Verde,29.3584,-100.9037,4,229.6575277777778,192.36054166666665,22.39961111111111,57250,48465,8016
Val Verde,29.3584,-100.9037,5,225.9639247311828,155.10478494623658,25.030537634408603,57250,48465,8016
Val Verde,29.3584,-100.9037,6,295.47741666666667,275.03425,31.370749999999997,57250,48465,8016
Val Verde,29.3584,-100.9037,7,303.98137096774195,302.39706989247316,31.9969623655914,57250,48465,8016
Val Verde,29.3584,-100.9037,8,291.0063037634409,318.3036155913979,32.684717741935486,57250,48465,8016
Val Verde,29.3584,-100.9037,9,250.45441666666665,283.31108333333333,30.564083333333333,57250,48465,8016
Val Verde,29.3584,-100.9037,10,159.20922043010754,151.97184139784946,23.23665322580645,57250,48465,8016
Val Verde,29.3584,-100.9037,11,126.37166666666667,154.5913888888889,15.194819444444445,57250,48465,8016
Val Verde,29.3584,-100.9037,12,132.71934139784946,220.91014784946236,12.840994623655915,57250,48465,8016
Victoria,28.8053,-97.0036,1,124.39514784946238,166.72819892473117,14.63505376344086,66308,48469,2257
Victoria,28.8053,-97.0036,2,151.43979166666665,149.46388392857142,15.088571428571429,66308,48469,2257
Victoria,28.8053,-97.0036,3,169.80577956989248,133.14086021505378,20.177190860215052,66308,48469,2257
Victoria,28.8053,-97.0036,4,199.8180972222222,150.6927638888889,21.114625,66308,48469,2257
Victoria,28.8053,-97.0036,5,227.1942741935484,154.1651075268817,24.68588709677419,66308,48469,2257
Victoria,28.8053,-97.0036,6,310.0967638888889,316.0410833333333,29.469430555555558,66308,48469,2257
Victoria,28.8053,-97.0036,7,298.45685483870966,275.468938172043,31.818521505376342,66308,48469,2257
Victoria,28.8053,-97.0036,8,288.81423387096777,311.1535215053763,32.93818548387097,66308,48469,2257
Victoria,28.8053,-97.0036,9,250.64894444444442,279.49186111111106,31.06797222222222,66308,48469,2257
Victoria,28.8053,-97.0036,10,162.87479838709677,162.6602688172043,23.32383064516129,66308,48469,2257
Victoria,28.8053,-97.0036,11,116.91079166666667,122.25655555555555,16.709847222222223,66308,48469,2257
Victoria,28.8053,-97.0036,12,131.36861559139786,181.8084946236559,14.547647849462367,66308,48469,2257
Webb,27.7522,-99.4803,1,146.4451075268817,213.56423387096774,15.931155913978495,59984,48479,8697
Webb,27.7522,-99.4803,2,185.3064880952381,207.49787202380952,17.237574404761904,59984,48479,8697
Webb,27.7522,-99.4803,3,197.42311827956988,187.49971774193548,22.43587365591398,59984,48479,8697
Webb,27.7522,-99.4803,4,201.57676388888888,147.38944444444445,23.626166666666666,59984,48479,8697
Webb,27.7522,-99.4803,5,235.6027688172043,169.14909946236557,26.6615188172043,59984,48479,8697
Webb,27.7522,-99.4803,6,313.75043055555557,328.0986111111111,33.038333333333334,59984,48479,8697
Webb,27.7522,-99.4803,7,306.3059543010753,303.10672043010754,33.75317204301076,59984,48479,8697
Webb,27.7522,-99.4803,8,292.3297177419355,320.1007930107527,33.40677419354839,59984,48479,8697
Webb,27.7522,-99.4803,9,266.42875000000004,317.0051388888889,31.571875,59984,48479,8697
Webb,27.7522,-99.4803,10,162.55416666666667,167.0999059139785,24.73883064516129,59984,48479,8697
Webb,27.7522,-99.4803,11,124.08279166666667,134.13413888888888,17.861874999999998,59984,48479,8697
Webb,27.7522,-99.4803,12,129.90149193548388,168.84350806451613,15.560658602150536,59984,48479,8697
Wharton,29.3113,-96.1002,1,118.00581989247313,160.69494623655913,13.77869623655914,59712,48481,2796
Wharton,29.3113,-96.1002,2,147.06577380952382,147.75870535714287,14.364806547619047,59712,48481,2796
Wharton,29.3113,-96.1002,3,169.70467741935482,135.69014784946236,19.220147849462368,59712,48481,2796
Wharton,29.3113,-96.1002,4,201.20054166666668,153.14158333333333,20.342694444444444,59712,48481,2796
Wharton,29.3113,-96.1002,5,227.61498655913977,140.6375672043011,24.356397849462365,59712,48481,2796
Wharton,29.3113,-96.1002,6,300.8707083333333,279.94870833333334,29.221930555555556,59712,48481,2796
Wharton,29.3113,-96.1002,7,293.6289247311828,266.21047043010753,32.17625,59712,48481,2796
Wharton,29.3113,-96.1002,8,294.32513440860214,311.0998924731183,33.38274193548387,59712,48481,2796
Wharton,29.3113,-96.1002,9,237.99252777777778,236.85329166666665,30.60148611111111,59712,48481,2796
Wharton,29.3113,-96.1002,10,171.1286693548387,182.16780913978496,22.517956989247313,59712,48481,2796
Wharton,29.3113,-96.1002,11,118.20216666666667,125.54395833333332,16.150944444444445,59712,48481,2796
Wharton,29.3113,-96.1002,12,130.2277822580645,194.70084677419354,13.672459677419354,59712,48481,2796
Williamson,30.6488,-97.6011,1,129.7828629032258,190.67459677419353,11.949193548387099,102851,48491,2945
Williamson,30.6488,-97.6011,2,157.0040029761905,172.79498511904762,12.381636904761903,102851,48491,2945
Williamson,30.6488,-97.6011,3,180.75661290322583,153.80556451612904,18.307567204301076,102851,48491,2945
Williamson,30.6488,-97.6011,4,199.2587777777778,164.27118055555556,19.645847222222223,102851,48491,2945
Williamson,30.6488,-97.6011,5,229.89823924731184,143.90040322580646,23.819771505376345,102851,48491,2945
Williamson,30.6488,-97.6011,6,291.6287916666667,260.60925000000003,29.96525,102851,48491,2945
Williamson,30.6488,-97.6011,7,303.193561827957,286.0324059139785,33.00947580645161,102851,48491,2945
Williamson,30.6488,-97.6011,8,293.5022580645161,304.4468817204301,33.92732526881721,102851,48491,2945
Williamson,30.6488,-97.6011,9,234.65093055555556,245.04322222222223,30.26701388888889,102851,48491,2945
Williamson,30.6488,-97.6011,10,169.25102150537634,184.3840188172043,22.20024193548387,102851,48491,2945
Williamson,30.6488,-97.6011,11,120.2143611111111,147.358875,14.768430555555556,102851,48491,2945
Williamson,30.6488,-97.6011,12,134.15837365591398,224.23193548387096,12.226774193548387,102851,48491,2945
Zavala,28.8678,-99.7599,1,143.2484811827957,213.10373655913978,14.641814516129033,49243,48507,3361
Zavala,28.8678,-99.7599,2,172.55105654761905,191.15581845238097,15.422485119047618,49243,48507,3361
Zavala,28.8678,-99.7599,3,187.09473118279573,166.0386559139785,21.092258064516127,49243,48507,3361
Zavala,28.8678,-99.7599,4,206.8524027777778,151.80631944444445,23.496236111111113,49243,48507,3361
Zavala,28.8678,-99.7599,5,234.56043010752688,157.50541666666666,25.643655913978495,49243,48507,3361
Zavala,28.8678,-99.7599,6,310.84218055555556,310.5369583333333,32.09140277777778,49243,48507,3361
Zavala,28.8678,-99.7599,7,303.2742607526882,294.42922043010753,33.20146505376344,49243,48507,3361
Zavala,28.8678,-99.7599,8,292.8199865591398,325.7925537634409,33.42947580645161,49243,48507,3361
Zavala,28.8678,-99.7599,9,262.65334722222224,311.4968888888889,31.863680555555554,49243,48507,3361
Zavala,28.8678,-99.7599,10,154.57895161290324,139.91344086021508,23.89350806451613,49243,48507,3361
Zavala,28.8678,-99.7599,11,124.9755,145.99293055555557,16.345333333333333,49243,48507,3361
Zavala,28.8678,-99.7599,12,127.12752688172044,178.69913978494625,14.03608870967742,49243,48507,3361
